image_id,caption,lat,lon,elevation_meters,acquisition_date,tree_cover,nontree_veg,bare,landcover_code,landcover_name,temp_celsius,dewpoint_celsius,precip_meters,aridity_index,alphaearth
0_007_025,The image depicts a street with pavement and a sidewalk. Several buildings with flat roofs are visible on either side of the street. There are trees and grassy areas lining the street. A road curves into the distance. The pavement is gray and appears to be in good condition.,37.7544670011962,-121.903108593626,176.0,2020-05-24,8.0,68.0,24.0,9,Savannas,17.5279174804688,9.95989379882815,20.1942659914494,0.0929368029739777,"[0.11374086889657825, -0.2679584775086506, 0.10340638216070744, 0.186082276047674, 0.09842368319876971, -0.03543252595155709, -0.06698961937716265, 0.05911572472126105, 0.09842368319876971, -0.11374086889657825, 0.11374086889657825, -0.041584006151480196, -0.24415224913494812, -0.1929104190695886, 0.05173394848135333, 0.0271280276816609, 0.03543252595155709, 0.0629911572472126, -0.11374086889657825, -0.003936947327950788, -0.07535563244905807, -0.05536332179930796, -0.07972318339100345, 0.08421376393694734, 0.07111111111111111, 0.3553094963475586, -0.029773164167627833, -0.024605920799692427, 0.2679584775086506, -0.024605920799692427, -0.12456747404844293, -0.22145328719723184, -0.09842368319876971, -0.08882737408688965, 0.07111111111111111, -0.012056901191849288, -0.0629911572472126, -0.07972318339100345, -0.17937716262975778, 0.16000000000000003, -0.022206843521722412, -0.12456747404844293, 0.11909265667051133, -0.05173394848135333, 0.1085121107266436, 0.14769703960015382, -0.0629911572472126, 0.04822760476739715, 0.05911572472126105, -0.07535563244905807, -0.09356401384083046, 0.16000000000000003, 0.003014225297962322, 0.13016532103037293, -0.09356401384083046, -0.2599000384467512, 0.2288965782391388, -0.04822760476739715, -0.07111111111111111, -0.010396001537870049, 0.1929104190695886, 0.003014225297962322, -0.03844675124951941, -0.05173394848135333]"
0_007_026,"The image depicts a relatively flat, brown terrain. There are patches of green vegetation concentrated in several areas. There are no visible roads, bodies of water, or discernible structures. The terrain appears somewhat textured with subtle variations in shading.",37.8067678551391,-121.821265053861,402.0,2020-05-24,3.0,76.0,21.0,10,Grasslands,18.7877136230469,9.80123291015627,20.6965059041977,0.108211330362826,"[0.21413302575932336, 0.010396001537870049, 0.1085121107266436, -0.1085121107266436, 0.010396001537870049, 0.16000000000000003, 0.11374086889657825, 0.06698961937716265, 0.14769703960015382, -0.16000000000000003, -0.06698961937716265, -0.16633602460592078, -0.31009611687812383, -0.11374086889657825, 0.07535563244905807, 0.15378700499807765, -0.06698961937716265, 0.14173010380622836, -0.14173010380622836, -0.19986159169550174, -0.11909265667051133, 0.05173394848135333, -0.11374086889657825, 0.16633602460592078, 0.1085121107266436, 0.012056901191849288, 0.022206843521722412, -0.044844290657439445, 0.16000000000000003, -0.010396001537870049, 0.186082276047674, -0.16633602460592078, 0.11909265667051133, -0.0271280276816609, -0.15378700499807765, -0.01574778931180315, 0.07972318339100345, 0.06698961937716265, -0.08421376393694734, 0.1085121107266436, -0.01574778931180315, -0.029773164167627833, -0.017777777777777778, -0.11909265667051133, 0.16633602460592078, 0.29287197231833906, 0.0271280276816609, -0.08882737408688965, -0.2364628988850442, -0.03254133025759323, -0.03844675124951941, 0.07111111111111111, 0.007443291041906958, -0.1085121107266436, -0.12456747404844293, -0.14173010380622836, 0.08882737408688965, -0.05173394848135333, 0.007443291041906958, 0.11374086889657825, 0.22145328719723184, -0.03543252595155709, -0.08421376393694734, -0.16633602460592078]"
0_007_027,"Here's a description of the visible physical features in the satellite image:

The image shows a street running horizontally across the frame. There are several buildings with reddish-brown roofs visible on either side of the street. Numerous trees are scattered throughout the area, with dense clusters along the street and in lawns. The ground appears to be covered in green grass. There is a sidewalk along one side of the street.",37.651594862161,-121.884995688944,104.0,2020-05-24,7.0,49.0,44.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0879949717159019,"[0.11374086889657825, -0.34602076124567477, 0.1929104190695886, 0.12456747404844293, 0.019930795847750864, -0.05911572472126105, -0.044844290657439445, 0.0629911572472126, 0.01574778931180315, -0.09356401384083046, 0.2288965782391388, 0.002214532871972318, -0.14173010380622836, -0.1085121107266436, -0.07111111111111111, -0.008858131487889272, 0.07972318339100345, 0.022206843521722412, -0.13588619761630144, -0.1085121107266436, -0.05173394848135333, -0.029773164167627833, -0.13588619761630144, 0.0271280276816609, -0.08882737408688965, 0.1929104190695886, -0.017777777777777778, 0.05911572472126105, 0.1929104190695886, 0.024605920799692427, -0.022206843521722412, -0.2761399461745483, -0.03254133025759323, -0.1929104190695886, -0.022206843521722412, 0.05536332179930796, -0.15378700499807765, -0.024605920799692427, -0.16633602460592078, 0.13016532103037293, -0.09356401384083046, -0.1929104190695886, 0.09356401384083046, -0.09842368319876971, 0.13016532103037293, 0.16633602460592078, -0.08882737408688965, 0.14173010380622836, 0.07972318339100345, -0.07972318339100345, -0.14173010380622836, 0.21413302575932336, -0.08882737408688965, 0.06698961937716265, -0.07972318339100345, -0.2599000384467512, 0.1929104190695886, -0.09842368319876971, 0.0271280276816609, 0.041584006151480196, 0.13588619761630144, -0.01384083044982699, 0.012056901191849288, -0.006151480199923107]"
0_007_028,"Here’s a description of the visible physical features in the satellite image:

The image shows a green grassy area with numerous trees. A paved pathway curves through the grassy area. A gray stone wall or structure runs along one side of the grassy area. A paved road extends into the image from the upper left. There is a light-colored area to the upper left, likely a building. The ground appears to be relatively flat with some slight variations in elevation.",37.7496065987322,-121.95988045887,142.0,2020-05-24,16.0,59.0,25.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0948166877370417,"[0.0629911572472126, -0.34602076124567477, 0.06698961937716265, 0.29287197231833906, 0.08882737408688965, -0.07972318339100345, -0.07972318339100345, 0.14173010380622836, 0.06698961937716265, -0.09842368319876971, 0.12456747404844293, -0.010396001537870049, -0.2364628988850442, -0.2069357939254133, 0.024605920799692427, 0.04822760476739715, -0.11374086889657825, 0.03844675124951941, -0.14173010380622836, 0.010396001537870049, 0.010396001537870049, -0.09842368319876971, -0.08421376393694734, 0.07972318339100345, 0.08421376393694734, 0.29287197231833906, -0.01574778931180315, 0.003014225297962322, 0.19986159169550174, -0.05911572472126105, -0.11909265667051133, -0.186082276047674, -0.05173394848135333, -0.05173394848135333, 0.017777777777777778, 0.0271280276816609, -0.0271280276816609, -0.08882737408688965, -0.14173010380622836, 0.09356401384083046, -0.06698961937716265, -0.11909265667051133, 0.09842368319876971, -0.03844675124951941, 0.19986159169550174, 0.11909265667051133, 0.004982698961937716, 0.05173394848135333, 0.09356401384083046, -0.01384083044982699, -0.11909265667051133, 0.14173010380622836, -0.10340638216070744, 0.186082276047674, -0.13016532103037293, -0.2599000384467512, 0.16633602460592078, -0.04822760476739715, -0.0629911572472126, 0.0271280276816609, 0.13588619761630144, -0.07535563244905807, -0.019930795847750864, -0.07972318339100345]"
0_007_029,"The image depicts a street grid with multiple residential structures aligned in a rectangular pattern. Several trees are visible along the street edges and within the residential areas. There are roads running through the center of the image, and some areas appear to have grassy lawns adjacent to the roads. Several vehicles are present on the roads.",37.7069986781768,-121.880751815453,111.0,2020-05-24,17.0,54.0,29.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0806451612903226,"[0.14769703960015382, -0.28444444444444444, 0.186082276047674, 0.05911572472126105, 0.05911572472126105, 0.024605920799692427, 0.012056901191849288, -0.041584006151480196, 0.044844290657439445, -0.08421376393694734, 0.16633602460592078, 0.05536332179930796, -0.16000000000000003, -0.14769703960015382, -0.0629911572472126, -0.05536332179930796, 0.11909265667051133, 0.11909265667051133, -0.019930795847750864, 0.019930795847750864, -0.022206843521722412, 0.012056901191849288, -0.09356401384083046, 0.06698961937716265, -0.006151480199923107, 0.33685505574778934, -0.04822760476739715, -0.006151480199923107, 0.2519646289888504, -0.024605920799692427, -0.06698961937716265, -0.2761399461745483, -0.08882737408688965, -0.19986159169550174, 0.11909265667051133, -0.029773164167627833, -0.2288965782391388, -0.09356401384083046, -0.09842368319876971, 0.03844675124951941, -0.16000000000000003, -0.19986159169550174, 0.0629911572472126, -0.05911572472126105, 0.16000000000000003, 0.07535563244905807, -0.10340638216070744, 0.07111111111111111, 0.11374086889657825, 0.017777777777777778, -0.04822760476739715, 0.14173010380622836, -0.07111111111111111, 0.029773164167627833, -0.017777777777777778, -0.2519646289888504, 0.2069357939254133, -0.06698961937716265, 0.004982698961937716, -0.03254133025759323, 0.16000000000000003, 0.0629911572472126, -0.11909265667051133, -0.07111111111111111]"
0_007_030,"The image depicts a terrain characterized by dense, irregular patches of green vegetation. The vegetation appears to be clustered in areas, forming distinct shapes and patterns across the landscape. There are no visible roads, bodies of water, or structures. The terrain exhibits a varied texture due to the distribution of the vegetation.",37.6873352431934,-121.833954628554,108.0,2020-05-24,3.0,56.0,41.0,12,Croplands,17.5279174804688,9.95989379882815,20.1942659914494,0.0717703349282297,"[0.029773164167627833, -0.14769703960015382, 0.03254133025759323, 0.1085121107266436, -0.012056901191849288, 0.07111111111111111, 0.1085121107266436, 0.14769703960015382, -0.08421376393694734, 0.06698961937716265, 0.17279507881584008, -0.0629911572472126, -0.11909265667051133, -0.09356401384083046, 0.024605920799692427, -0.10340638216070744, -0.16633602460592078, 0.029773164167627833, -0.22145328719723184, -0.022206843521722412, -0.12456747404844293, -0.07535563244905807, -0.14173010380622836, 0.13588619761630144, 0.13016532103037293, 0.15378700499807765, -0.05536332179930796, 0.003936947327950788, 0.37425605536332185, -0.09356401384083046, -0.14173010380622836, -0.17937716262975778, 0.012056901191849288, -0.14173010380622836, -0.11909265667051133, 0.14769703960015382, 0.0271280276816609, -0.0629911572472126, -0.1085121107266436, 0.13588619761630144, 0.04822760476739715, -0.15378700499807765, 0.004982698961937716, -0.13588619761630144, 0.14769703960015382, 0.10340638216070744, 0.05911572472126105, 0.041584006151480196, 0.14769703960015382, 0.09842368319876971, -0.16633602460592078, 0.19986159169550174, 0.17279507881584008, 0.03543252595155709, -0.2364628988850442, -0.17279507881584008, 0.14173010380622836, -0.17937716262975778, -0.0629911572472126, -0.044844290657439445, 0.01384083044982699, -0.03254133025759323, 0.12456747404844293, -0.03254133025759323]"
0_007_031,"The image depicts a relatively flat, light-brown, grassy area. There is a patch of green vegetation in the upper left corner. Several dark, irregularly shaped objects are scattered across the ground. There are three dark, cylindrical objects present in the lower right corner. A light-colored, roughly rectangular feature is visible in the center of the image.",37.7739227049621,-121.834490586679,316.0,2020-05-24,8.0,67.0,25.0,10,Grasslands,17.5279174804688,9.95989379882815,20.1942659914494,0.0922509225092251,"[0.1929104190695886, 0.008858131487889272, 0.09842368319876971, 0.006151480199923107, 0.07972318339100345, 0.09842368319876971, 0.10340638216070744, 0.09356401384083046, 0.186082276047674, -0.186082276047674, 0.05536332179930796, -0.08882737408688965, -0.3278123798539023, -0.09842368319876971, 0.09356401384083046, 0.15378700499807765, -0.000984236831987697, 0.186082276047674, -0.11909265667051133, -0.3014225297962323, -0.1085121107266436, 0.07111111111111111, -0.09842368319876971, 0.08421376393694734, 0.0629911572472126, 0.13016532103037293, -0.012056901191849288, -0.04822760476739715, 0.22145328719723184, 0.044844290657439445, 0.09356401384083046, -0.13588619761630144, 0.186082276047674, -0.1085121107266436, -0.029773164167627833, -0.024605920799692427, 0.012056901191849288, 0.044844290657439445, -0.11909265667051133, 0.07111111111111111, 0.08421376393694734, -0.11909265667051133, 0.03543252595155709, -0.17937716262975778, 0.1929104190695886, 0.19986159169550174, 0.010396001537870049, 0.07535563244905807, -0.010396001537870049, -0.0005536332179930795, -0.05911572472126105, 0.13016532103037293, -0.06698961937716265, -0.01384083044982699, -0.11909265667051133, -0.16633602460592078, 0.16000000000000003, -0.17937716262975778, 0.05911572472126105, 0.03543252595155709, 0.24415224913494812, -0.05911572472126105, 0.04822760476739715, -0.11909265667051133]"
0_007_032,"The image depicts a relatively uniform expanse of brown and tan terrain. There are no discernible features such as roads, water bodies, or structures. The terrain appears to be relatively flat and featureless with a textured surface.",37.7101339781293,-121.83000525844,163.0,2020-05-24,5.0,83.0,12.0,10,Grasslands,17.5279174804688,9.95989379882815,20.1942659914494,0.0717703349282297,"[0.1929104190695886, 0.044844290657439445, -0.08421376393694734, 0.041584006151480196, 0.07972318339100345, 0.14769703960015382, 0.1085121107266436, 0.10340638216070744, 0.13588619761630144, -0.16000000000000003, 0.16633602460592078, -0.09842368319876971, -0.3188927335640138, -0.17279507881584008, 0.14173010380622836, 0.07111111111111111, -0.029773164167627833, 0.07535563244905807, -0.17937716262975778, -0.13016532103037293, -0.12456747404844293, -0.01384083044982699, -0.09842368319876971, 0.07972318339100345, 0.13016532103037293, 0.0271280276816609, 0.01574778931180315, -0.13016532103037293, 0.19986159169550174, 0.03543252595155709, 0.11909265667051133, -0.11374086889657825, 0.2364628988850442, -0.186082276047674, -0.10340638216070744, 0.05536332179930796, 0.07535563244905807, 0.008858131487889272, -0.044844290657439445, 0.09356401384083046, 0.017777777777777778, -0.186082276047674, -0.006151480199923107, -0.13588619761630144, 0.2679584775086506, 0.14173010380622836, 0.17937716262975778, -0.008858131487889272, 0.012056901191849288, 0.05911572472126105, -0.08421376393694734, 0.05911572472126105, -0.003014225297962322, 0.041584006151480196, -0.13588619761630144, -0.12456747404844293, 0.11909265667051133, -0.2288965782391388, 0.03254133025759323, -0.08421376393694734, 0.16633602460592078, -0.07535563244905807, 0.1085121107266436, -0.022206843521722412]"
0_007_033,"Here’s a description of the visible physical features in the satellite image:

The image shows a paved surface, likely a parking lot, with a gray color. Several buildings with gray roofs are present, and some have green vegetation surrounding them. There are numerous mature trees with green foliage scattered across the landscape. Several roads are visible, marked with yellow lines. A sidewalk is present alongside one of the roads. A small body of water, possibly a pond, is located to the left.",37.6724521832654,-121.884453571321,110.0,2020-05-24,20.0,53.0,27.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0806451612903226,"[0.16633602460592078, -0.2679584775086506, 0.16000000000000003, 0.11909265667051133, 0.07972318339100345, 0.000984236831987697, -0.012056901191849288, 0.044844290657439445, 0.010396001537870049, -0.08421376393694734, 0.2364628988850442, -0.05911572472126105, -0.17937716262975778, -0.16633602460592078, -0.0629911572472126, -0.0629911572472126, 0.07111111111111111, 0.017777777777777778, -0.08882737408688965, -0.05536332179930796, -0.012056901191849288, -0.05536332179930796, -0.19986159169550174, -0.024605920799692427, -0.024605920799692427, 0.33685505574778934, 0.029773164167627833, 0.05173394848135333, 0.17279507881584008, -0.006151480199923107, -0.044844290657439445, -0.3014225297962323, -0.05536332179930796, -0.14769703960015382, -0.010396001537870049, 0.022206843521722412, -0.17937716262975778, -0.06698961937716265, -0.13016532103037293, 0.14769703960015382, -0.09356401384083046, -0.14769703960015382, 0.08882737408688965, -0.10340638216070744, 0.15378700499807765, 0.0629911572472126, -0.08421376393694734, 0.09842368319876971, 0.10340638216070744, -0.04822760476739715, -0.08882737408688965, 0.186082276047674, -0.05536332179930796, 0.07972318339100345, -0.05911572472126105, -0.21413302575932336, 0.24415224913494812, -0.029773164167627833, 0.006151480199923107, 0.008858131487889272, 0.186082276047674, 0.019930795847750864, -0.1085121107266436, 0.03543252595155709]"
0_007_034,"Here’s a description of the visible physical features in the satellite image:

A dark paved road curves through the image. Several buildings are visible, appearing as grey rectangular shapes. There are several green areas with trees and grass. A rectangular pool is visible in one of the green areas. A light-colored paved area is adjacent to the pool. There is a light-colored paved area extending from the buildings.",37.801872387597,-121.884427842335,233.0,2020-05-24,28.0,67.0,5.0,13,Urban,18.7877136230469,9.80123291015627,20.6965059041977,0.100502512562814,"[0.13588619761630144, -0.3553094963475586, 0.1085121107266436, 0.1929104190695886, 0.15378700499807765, -0.05536332179930796, -0.03254133025759323, 0.07535563244905807, 0.03844675124951941, -0.08421376393694734, 0.13588619761630144, -0.004982698961937716, -0.16633602460592078, -0.186082276047674, 0.010396001537870049, 0.024605920799692427, 0.03543252595155709, 0.07972318339100345, -0.09356401384083046, 0.01384083044982699, 0.010396001537870049, -0.11374086889657825, -0.09842368319876971, 0.07111111111111111, 0.04822760476739715, 0.3278123798539023, -0.03254133025759323, -0.041584006151480196, 0.22145328719723184, -0.0629911572472126, -0.11909265667051133, -0.2519646289888504, -0.0629911572472126, -0.11374086889657825, 0.08882737408688965, -0.003014225297962322, -0.09356401384083046, -0.1085121107266436, -0.13016532103037293, 0.10340638216070744, -0.07535563244905807, -0.19986159169550174, 0.11909265667051133, -0.0271280276816609, 0.09842368319876971, 0.16633602460592078, -0.07111111111111111, 0.14173010380622836, 0.002214532871972318, -0.03254133025759323, -0.13016532103037293, 0.13016532103037293, -0.04822760476739715, 0.11374086889657825, -0.10340638216070744, -0.2519646289888504, 0.17279507881584008, -0.04822760476739715, -0.044844290657439445, 0.01574778931180315, 0.1929104190695886, -0.003936947327950788, -0.010396001537870049, -0.05911572472126105]"
0_007_035,"The image depicts a relatively flat, light-colored surface. Darker areas are visible, appearing as patches or areas of lower elevation. A darker, linear feature, possibly a road or river, is present in the lower portion of the image. There appear to be areas of darker vegetation, possibly forest or scrubland, scattered across the surface. There is no obvious evidence of large-scale structures or buildings.",37.66985232511,-121.819236404944,96.0,2020-05-24,4.0,17.0,79.0,10,Grasslands,17.5279174804688,9.95989379882815,20.1942659914494,0.0786924939467312,"[0.04822760476739715, -0.1929104190695886, -0.09842368319876971, 0.03254133025759323, 0.03254133025759323, 0.019930795847750864, 0.1085121107266436, 0.17279507881584008, -0.03543252595155709, 0.05173394848135333, 0.13588619761630144, -0.07535563244905807, -0.06698961937716265, -0.16000000000000003, 0.008858131487889272, -0.01574778931180315, 0.14173010380622836, -0.2069357939254133, -0.041584006151480196, -0.06698961937716265, 0.03543252595155709, 0.041584006151480196, -0.09842368319876971, 0.07972318339100345, -0.14173010380622836, -0.12456747404844293, 0.04822760476739715, -0.15378700499807765, 0.16633602460592078, -0.010396001537870049, -0.1929104190695886, 0.09842368319876971, 0.21413302575932336, -0.13588619761630144, -0.08421376393694734, 0.05173394848135333, 0.10340638216070744, -0.0629911572472126, -0.15378700499807765, 0.17937716262975778, -0.041584006151480196, -0.19986159169550174, 0.1929104190695886, -0.05536332179930796, -0.05536332179930796, 0.2364628988850442, -0.2069357939254133, 0.15378700499807765, -0.14769703960015382, -0.09356401384083046, -0.002214532871972318, 0.2288965782391388, -0.14173010380622836, -0.11909265667051133, -0.07972318339100345, -0.13016532103037293, -0.007443291041906958, 0.04822760476739715, 0.06698961937716265, -0.05911572472126105, 0.03254133025759323, -0.2069357939254133, 0.05173394848135333, 0.2679584775086506]"
0_007_036,"The image depicts a long, dark gray road running horizontally across the frame. Adjacent to the road is a field with a predominantly golden-yellow color and a pattern of parallel lines. Scattered throughout the field are numerous small, green trees and shrubs. Several gray buildings are visible along the side of the road, and there are also some gray, rectangular structures near the road.",37.713241721774,-121.949889415657,174.0,2020-05-24,13.0,66.0,21.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0948166877370417,"[0.13588619761630144, -0.21413302575932336, 0.07111111111111111, 0.22145328719723184, 0.13016532103037293, 0.03254133025759323, -0.012056901191849288, 0.13016532103037293, 0.09842368319876971, -0.08882737408688965, 0.06698961937716265, -0.002214532871972318, -0.3188927335640138, -0.22145328719723184, 0.05536332179930796, 0.08882737408688965, -0.04822760476739715, 0.11374086889657825, -0.16633602460592078, 0.05536332179930796, 0.03844675124951941, -0.05911572472126105, -0.05911572472126105, 0.14769703960015382, 0.13588619761630144, 0.24415224913494812, -0.05536332179930796, -0.022206843521722412, 0.17937716262975778, -0.003936947327950788, -0.044844290657439445, -0.11374086889657825, 0.05536332179930796, -0.03844675124951941, 0.0629911572472126, 0.08421376393694734, 0.06698961937716265, -0.2069357939254133, -0.12456747404844293, 0.07535563244905807, -0.041584006151480196, -0.12456747404844293, 0.03543252595155709, -0.044844290657439445, 0.17937716262975778, 0.17937716262975778, 0.07535563244905807, -0.010396001537870049, -0.06698961937716265, -0.029773164167627833, -0.14769703960015382, 0.14173010380622836, -0.09842368319876971, 0.1085121107266436, -0.13588619761630144, -0.3278123798539023, 0.19986159169550174, -0.0271280276816609, -0.0005536332179930795, 0.008858131487889272, 0.14173010380622836, -0.03543252595155709, 0.002214532871972318, -0.16633602460592078]"
0_007_037,The image depicts a gray paved area with numerous mature trees scattered across it. A white building with a flat roof is present on the upper right. A gray road or pathway runs along the left edge of the image. There is a strip of green vegetation along the bottom left. Several vehicles are visible within the gray paved area.,37.7665906272011,-121.958901991724,145.0,2020-05-24,14.0,57.0,29.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0996884735202492,"[0.07535563244905807, -0.37425605536332185, 0.08882737408688965, 0.16633602460592078, 0.0271280276816609, -0.17937716262975778, -0.07535563244905807, 0.09356401384083046, -0.008858131487889272, -0.11909265667051133, 0.19986159169550174, 0.05173394848135333, -0.17937716262975778, -0.1929104190695886, -0.012056901191849288, -0.022206843521722412, 0.12456747404844293, 0.01574778931180315, -0.17279507881584008, -0.024605920799692427, -0.01384083044982699, -0.06698961937716265, -0.16633602460592078, 0.08882737408688965, -0.007443291041906958, 0.2599000384467512, 0.01384083044982699, 0.024605920799692427, 0.2069357939254133, 0.03543252595155709, -0.12456747404844293, -0.24415224913494812, -0.05911572472126105, -0.07535563244905807, 0.04822760476739715, -0.05173394848135333, -0.03254133025759323, -0.044844290657439445, -0.07111111111111111, 0.11909265667051133, -0.13016532103037293, -0.16633602460592078, 0.10340638216070744, -0.04822760476739715, 0.09356401384083046, 0.12456747404844293, -0.08882737408688965, 0.186082276047674, 0.08421376393694734, -0.019930795847750864, -0.16000000000000003, 0.13588619761630144, -0.07111111111111111, 0.14769703960015382, -0.024605920799692427, -0.2288965782391388, 0.17937716262975778, -0.08882737408688965, -0.05536332179930796, 0.029773164167627833, 0.14769703960015382, -0.05173394848135333, -0.010396001537870049, 0.11374086889657825]"
0_007_038,"The image depicts a relatively uniform expanse of textured, brownish-yellow terrain. The surface appears to have a granular, slightly uneven texture. There are no discernible features such as roads, water bodies, or structures visible within the frame. The overall appearance suggests a somewhat barren or sparsely vegetated area.",37.7097315190136,-121.828245511965,169.0,2020-05-24,6.0,82.0,12.0,10,Grasslands,17.5279174804688,9.95989379882815,20.1942659914494,0.0717703349282297,"[0.24415224913494812, 0.007443291041906958, -0.01574778931180315, 0.01384083044982699, 0.09842368319876971, 0.15378700499807765, 0.09356401384083046, 0.07972318339100345, 0.16000000000000003, -0.16633602460592078, 0.13588619761630144, -0.07972318339100345, -0.34602076124567477, -0.1929104190695886, 0.15378700499807765, 0.1085121107266436, -0.07535563244905807, 0.08882737408688965, -0.12456747404844293, -0.14769703960015382, -0.12456747404844293, -0.0271280276816609, -0.09356401384083046, 0.11374086889657825, 0.14173010380622836, 0.03254133025759323, 0.05536332179930796, -0.09842368319876971, 0.16633602460592078, 0.04822760476739715, 0.12456747404844293, -0.08421376393694734, 0.19986159169550174, -0.12456747404844293, -0.17279507881584008, 0.05173394848135333, 0.09842368319876971, -0.029773164167627833, -0.007443291041906958, 0.14173010380622836, 0.03543252595155709, -0.1085121107266436, -0.0271280276816609, -0.186082276047674, 0.21413302575932336, 0.15378700499807765, 0.15378700499807765, -0.13016532103037293, -0.05911572472126105, 0.04822760476739715, -0.04822760476739715, 0.06698961937716265, -0.07972318339100345, -0.03543252595155709, -0.16000000000000003, -0.16000000000000003, 0.08421376393694734, -0.19986159169550174, 0.0629911572472126, -0.03254133025759323, 0.17937716262975778, 0.003014225297962322, 0.044844290657439445, -0.1085121107266436]"
0_007_039,"The image depicts a terrain consisting of brown and tan soil with scattered, dark green vegetation. A light-colored, winding road is visible traversing the lower-left portion of the image. There are numerous small, clustered green patches throughout the landscape. A larger, more defined green area is present in the upper-right corner.",37.6777347598937,-121.847233918243,110.0,2020-05-24,21.0,64.0,15.0,13,Urban,17.5279174804688,9.95989379882815,20.1942659914494,0.0785973397823458,"[0.08882737408688965, -0.14769703960015382, -0.002214532871972318, 0.14173010380622836, 0.08882737408688965, 0.17279507881584008, 0.0629911572472126, 0.17279507881584008, 0.05173394848135333, -0.00024605920799692423, 0.2069357939254133, -0.15378700499807765, -0.1929104190695886, -0.16633602460592078, 0.00024605920799692423, -0.09356401384083046, -0.09356401384083046, -0.019930795847750864, -0.19986159169550174, -0.05911572472126105, -0.09842368319876971, -0.0629911572472126, -0.14173010380622836, 0.041584006151480196, 0.07535563244905807, 0.21413302575932336, 0.008858131487889272, -0.044844290657439445, 0.2599000384467512, -0.004982698961937716, -0.041584006151480196, -0.21413302575932336, 0.044844290657439445, -0.16000000000000003, -0.16633602460592078, 0.07535563244905807, -0.03254133025759323, -0.04822760476739715, -0.12456747404844293, 0.14173010380622836, 0.12456747404844293, -0.13016532103037293, 0.05911572472126105, -0.13588619761630144, 0.2069357939254133, 0.13016532103037293, 0.044844290657439445, -0.008858131487889272, 0.08421376393694734, 0.08882737408688965, -0.2069357939254133, 0.1929104190695886, 0.019930795847750864, 0.1085121107266436, -0.19986159169550174, -0.1929104190695886, 0.13016532103037293, -0.17937716262975778, 0.01384083044982699, 0.0005536332179930795, 0.11374086889657825, -0.07972318339100345, 0.05911572472126105, -0.019930795847750864]"
0_007_040,"The image depicts a clearing surrounded by trees. There are two buildings present: a grey, single-story building and a red, single-story building. Two pools are visible, one adjacent to each building. A paved road or pathway runs through the clearing. The ground is covered in grass and dirt. There are numerous trees scattered throughout the area.",37.629815581283296,-121.887287588772,97.0,2020-05-24,21.0,70.0,9.0,9,Savannas,17.5279174804688,9.95989379882815,20.1942659914494,0.0879949717159019,"[0.2288965782391388, -0.15378700499807765, 0.08882737408688965, 0.15378700499807765, 0.1085121107266436, 0.09356401384083046, 0.03254133025759323, 0.07535563244905807, 0.03254133025759323, -0.019930795847750864, 0.16000000000000003, -0.04822760476739715, -0.28444444444444444, -0.16000000000000003, 0.007443291041906958, 0.0271280276816609, 0.08421376393694734, 0.008858131487889272, -0.14173010380622836, 0.0271280276816609, -0.006151480199923107, -0.04822760476739715, -0.07972318339100345, 0.03254133025759323, 0.044844290657439445, 0.2519646289888504, -0.1085121107266436, 0.003014225297962322, 0.2069357939254133, 0.0271280276816609, -0.01574778931180315, -0.16633602460592078, 0.07972318339100345, -0.12456747404844293, 0.041584006151480196, 0.04822760476739715, -0.044844290657439445, -0.08882737408688965, -0.21413302575932336, 0.03254133025759323, -0.08421376393694734, -0.14173010380622836, 0.05173394848135333, 0.012056901191849288, 0.17937716262975778, 0.22145328719723184, 0.010396001537870049, -0.041584006151480196, 0.07111111111111111, -0.07111111111111111, -0.15378700499807765, 0.17937716262975778, -0.0629911572472126, 0.15378700499807765, -0.10340638216070744, -0.34602076124567477, 0.2288965782391388, -0.05911572472126105, 0.07111111111111111, -0.029773164167627833, 0.16000000000000003, -0.11374086889657825, 0.029773164167627833, -0.14173010380622836]"
